"quad","year","SP_ID","x","y","GenID"
"Q39",2011,85,32.4729865541,7.9194074603,61
"Q39",2011,86,31.2823597227,8.5808674043,62
"Q39",2011,87,49.9355218672,10.82982979,63
"Q39",2011,94,24.1826936024,17.3121348384,64
"Q39",2011,96,23.7417200098,18.8114430955,65
"Q39",2011,97,12.6732951155,19.1201240764,66
"Q39",2011,98,20.6108108838,19.1642216137,67
"Q39",2011,99,22.7274819926,19.7815840204,68
"Q39",2011,100,13.8198248545,20.0020708167,69
"Q39",2011,101,10.9975967094,20.1343629835,70
"Q39",2011,102,7.8666871384,20.9722112967,71
"Q39",2011,103,22.947968344,21.3249898148,72
"Q39",2011,104,14.9222579461,21.4131848893,73
"Q39",2011,105,19.5083777921,22.339227832,74
"Q39",2011,106,13.2906570773,22.4274224615,75
"Q39",2011,107,24.6677629525,24.3677043113,76
"Q39",2011,108,13.5080311691,24.6903933524,77
"Q39",2011,109,22.8597737144,24.9850667181,78
"Q39",2011,110,80.8918332746,25.3819423285,79
"Q39",2011,111,25.7260985069,26.5284725125,80
"Q39",2011,112,80.8036395349,27.3222241783,81
"Q39",2011,114,26.8285315986,28.2041700287,82
"Q39",2011,115,23.3889410467,28.8215324354,83
"Q39",2011,116,18.8469182931,30.9382035443,84
"Q39",2011,117,26.6080448023,31.379176692,85
"Q39",2011,119,20.8312976801,31.7319552101,86
"Q39",2011,120,11.6149591161,32.3934147092,87
"Q39",2011,122,25.3292233414,32.9225824864,88
"Q39",2011,123,27.225407654,33.5840419854,89
"Q39",2011,125,92.8863024464,34.8187667989,90
"Q39",2011,126,90.7255342453,35.347935021,91
"Q39",2011,127,13.9521161314,35.7007130943,92
"Q39",2011,128,17.7885827386,37.640994944,93
"Q39",2011,129,96.1054066469,37.7732871108,94
"Q39",2011,130,96.0172111275,39.3607895526,95
"Q39",2011,132,59.7692228379,42.0507259758,96
"Q39",2011,133,58.4904004872,42.4035040491,97
"Q39",2011,134,62.1063798532,42.8444771967,98
"Q39",2011,135,7.337520696,42.9767698084,99
"Q39",2011,136,14.0403112059,43.9028127512,100
"Q39",2011,137,30.9736787418,44.211494177,101
"Q39",2011,138,4.6475842727,44.5642722502,102
"Q39",2011,139,7.822590491,45.0493429351,103
"Q39",2011,140,29.2538836883,45.3139268237,104
"Q39",2011,141,84.3755222535,46.2840681935,105
"Q39",2011,143,6.014600808,47.5187925621,106
"Q39",2011,144,3.3687628118,47.7833760058,107
"Q39",2011,145,81.9060726266,48.9299066347,108
"Q39",2011,148,74.409529561,56.205962459,109
"Q39",2011,149,23.3007464172,59.1163847887,110
"Q39",2011,151,23.7417200098,61.9827104711,111
"Q39",2011,152,64.1348558876,62.0268071184,112
"Q39",2011,154,61.8858930569,63.129240655,113
"Q39",2011,156,62.8560339818,64.9813269854,114
"Q39",2011,158,95.1352652771,66.0396625398,115
"Q39",2011,159,93.4595677609,66.1719551515,116
"Q39",2011,160,97.2519363859,66.5247327798,117
"Q39",2011,161,99.8900334969,66.9216092801,118
"Q39",2011,162,36.8827184757,67.0098034647,119
